run,model,weight
run2,nt,0.003612395
run2,nt,-0.019108301
run2,nt,-0.004481395
run2,nt,-0.006051274
run2,nt,-0.012778653
run2,nt,-0.010008624
run2,nt,-0.0077931527
run2,nt,-0.011886748
run2,nt,-0.0155782215
run2,nt,-0.00060425315
run2,nt,-0.012877375
run2,nt,-0.0030476302
run2,nt,-0.023661662
run2,nt,0.0022089835
run2,nt,-0.016999528
run2,nt,0.0029208255
run2,nt,0.0030390555
run2,nt,-0.0031385075
run2,nt,-0.011767396
run2,nt,-0.020233758
run2,nt,-0.0254234
run2,nt,-0.0063601937
run2,nt,-0.009899324
run2,nt,-0.043730788
run2,nt,-0.025455255
run2,nt,-0.0040956084
run2,nt,-0.002444618
run2,nt,0.0054140333
run3,nt,-0.0015647985
run3,nt,0.0042213895
run3,nt,-0.005096872
run3,nt,0.011237688
run3,nt,0.007616345
run3,nt,0.0069684684
run3,nt,-0.0019948774
run3,nt,0.0043824837
run3,nt,0.012221428
run3,nt,0.005359169
run3,nt,0.03296721
run3,nt,0.0015496347
run3,nt,-0.004759877
run3,nt,-0.00096973754
run3,nt,-0.008486263
run3,nt,0.007301364
run3,nt,-0.0025666547
run3,nt,0.0044181114
run3,nt,0.014832613
run3,nt,-0.005250727
run3,nt,0.0042881663
run3,nt,0.00731298
run3,nt,0.0006670337
run3,nt,-0.0032111416
run3,nt,0.0063448185
run3,nt,-0.0067639137
run3,nt,0.010372147
run3,nt,-0.01175363
run3,nt,-0.005070018
run3,nt,-0.01038578
run3,nt,0.009913367
run3,nt,0.000767444
run3,nt,0.0020856396
run3,nt,-0.0021858849
run3,nt,-0.0010741707
run3,nt,0.020866405
run3,nt,0.004023824
run3,nt,0.0024246015
run3,nt,0.0058511514
run3,nt,0.068444796
run3,nt,0.0034706946
run3,nt,-0.0010473072
run3,nt,0.014105755
run3,nt,-0.001278229
run3,nt,-0.012058198
run3,nt,-0.004839397
run3,nt,0.009244396
run3,nt,-0.0014814977
run3,nt,0.009421817
run3,nt,-0.0042143175
run3,nt,0.009527883
run3,nt,-0.009944749
run3,nt,0.014717358
run3,nt,0.00077931443
run3,nt,-0.007105707
run3,nt,0.008016601
run3,nt,0.012589988
run3,nt,0.032700427
run3,nt,-0.015592809
run3,nt,-0.0006696456
run3,nt,-0.0064335736
run3,nt,0.015605982
run3,nt,0.0016540247
run3,nt,0.04513588
run3,nt,0.0189512
run3,nt,0.0059281546
run3,nt,0.00224217
run3,nt,0.026725503
run3,nt,0.00014270656
run3,nt,0.03072558
run3,nt,-0.0007469746
run3,nt,0.073414594
run3,nt,0.009842819
run3,nt,0.011969104
run3,nt,0.044527873
run3,nt,-0.00515729
run3,nt,0.002841052
run3,nt,-0.0038005016
run3,nt,0.039115746
run3,nt,0.01607234
run3,nt,-0.054305892
run3,nt,-0.00091574853
run3,nt,-0.020071663
run3,nt,-0.04738877
run3,nt,0.034951814
run3,nt,0.005274622
run3,nt,-0.0032705073
run3,nt,0.010494819
run3,nt,0.014722189
run3,nt,0.031187193
run3,nt,-0.0016129613
run3,nt,0.01772752
