run,model,weight
run1,model_syn,0.00644385
run1,model_syn,-0.018942317
run1,model_syn,0.001900598
run1,model_syn,-0.00571749
run1,model_syn,0.007769465
run1,model_syn,-0.003980991
run1,model_syn,0.000600688
run1,model_syn,-0.013063327
run1,model_syn,0.011869143
run1,model_syn,0.003712506
run1,model_syn,0.001737713
run1,model_syn,0.011608125
run1,model_syn,-0.002592444
run1,model_syn,0.00425671
run1,model_syn,-0.010256781
run1,model_syn,-0.008312694
run1,model_syn,0.000684023
run1,model_syn,-0.008466653
run1,model_syn,0.020691728
run1,model_syn,0.001251077
run1,model_syn,-0.001755319
run1,model_syn,0.002005734
run1,model_syn,0.005952727
run1,model_syn,-0.008404849
run1,model_syn,-0.009509836
run1,model_syn,0.017896706
run1,model_syn,-0.003134944
run1,model_syn,-0.002789439
run1,model_syn,0.009550061
run1,model_syn,0.001334476
run1,model_syn,0.011178617
run1,model_syn,0.007037791
run2,model_syn,-0.007185642
run2,model_syn,0.007964431
run2,model_syn,0.003022371
run2,model_syn,0.004868583
run2,model_syn,-0.003379108
run2,model_syn,-0.002232912
run2,model_syn,-0.005399477
run2,model_syn,-0.013013601
run2,model_syn,-0.007967463
run2,model_syn,0.007094828
run2,model_syn,-0.010053225
run2,model_syn,0.005589679
run2,model_syn,0.004957355
run2,model_syn,0.01588491
run2,model_syn,0.02010683
run2,model_syn,0.0112791
run2,model_syn,0.021531114
run2,model_syn,0.02141673
run2,model_syn,0.003225857
run2,model_syn,-0.023373216
run2,model_syn,0.010233253
run2,model_syn,0.029859595
run2,model_syn,-0.010553896
run2,model_syn,0.008028783
run2,model_syn,0.011752263
run2,model_syn,0.021722103
run2,model_syn,0.018287502
run2,model_syn,4.76E-05
run2,model_syn,0.017788706
run2,model_syn,0.010815579
run2,model_syn,0.005775945
run2,model_syn,-0.00367833
run2,model_syn,0.00644385
run2,model_syn,-0.018942317
run2,model_syn,0.001900598
run2,model_syn,-0.00571749
run2,model_syn,0.007769465
run2,model_syn,-0.003980991
run2,model_syn,0.000600688
run2,model_syn,-0.013063327
run2,model_syn,0.011869143
run2,model_syn,0.003712506
run2,model_syn,0.001737713
run2,model_syn,0.011608125
run2,model_syn,-0.002592444
run2,model_syn,0.00425671
run2,model_syn,-0.010256781
run2,model_syn,-0.008312694
run2,model_syn,0.000684023
run2,model_syn,-0.008466653
run2,model_syn,0.020691728
run2,model_syn,0.001251077
run2,model_syn,-0.001755319
run2,model_syn,0.002005734
run2,model_syn,0.005952727
run2,model_syn,-0.008404849
run2,model_syn,-0.009509836
run2,model_syn,0.017896706
run2,model_syn,-0.003134944
run2,model_syn,-0.002789439
run2,model_syn,0.009550061
run2,model_syn,0.001334476
run2,model_syn,0.011178617
run2,model_syn,0.007037791
run3,model_syn,-0.000954683
run3,model_syn,0.012182102
run3,model_syn,-0.001656689
run3,model_syn,-0.002874387
run3,model_syn,0.003594598
run3,model_syn,0.007572327
run3,model_syn,-0.001695396
run3,model_syn,0.009331908
run3,model_syn,-0.007774862
run3,model_syn,0.001558877
run3,model_syn,-0.014835327
run3,model_syn,0.005964928
run3,model_syn,-0.00056918
run3,model_syn,0.013457728
run3,model_syn,0.016026547
run3,model_syn,0.003223476
run3,model_syn,0.012291449
run3,model_syn,-0.003908543
run3,model_syn,-0.003229044
run3,model_syn,-0.013018116
run3,model_syn,0.011798334
run3,model_syn,-0.002082444
run3,model_syn,0.002541016
run3,model_syn,-0.015218787
run3,model_syn,0.009892264
run3,model_syn,-0.004109328
run3,model_syn,0.008922695
run3,model_syn,-0.014223181
run3,model_syn,-0.022594467
run3,model_syn,0.010391342
run3,model_syn,0.004649599
run3,model_syn,0.023957862
run3,model_syn,-0.023476476
run3,model_syn,0.004143118
run3,model_syn,-0.002364118
run3,model_syn,0.006414272
run3,model_syn,0.014519423
run3,model_syn,-0.018579215
run3,model_syn,0.00320317
run3,model_syn,0.00180201
run3,model_syn,-0.01964953
run3,model_syn,0.001470272
run3,model_syn,-0.002857433
run3,model_syn,-0.003461473
run3,model_syn,0.009467053
run3,model_syn,0.014801019
run3,model_syn,-0.004942073
run3,model_syn,-0.013071242
run3,model_syn,-0.020688439
run3,model_syn,0.005504165
run3,model_syn,0.010348716
run3,model_syn,-0.012512236
run3,model_syn,0.010689559
run3,model_syn,0.031229869
run3,model_syn,-0.014449273
run3,model_syn,0.007026732
run3,model_syn,-0.002962198
run3,model_syn,-0.010246092
run3,model_syn,-0.026534906
run3,model_syn,0.014549479
run3,model_syn,-0.005468535
run3,model_syn,-0.002986146
run3,model_syn,0.003478012
run3,model_syn,0.002977189
run4,model_syn,0.005445477
run4,model_syn,-0.014400177
run4,model_syn,0.016477244
run4,model_syn,0.002295699
run4,model_syn,0.01293972
run4,model_syn,0.003141359
run4,model_syn,0.023381198
run4,model_syn,-0.008365569
run4,model_syn,-0.015827874
run4,model_syn,-0.014767979
run4,model_syn,0.001559358
run4,model_syn,-0.001563797
run4,model_syn,0.00438727
run4,model_syn,-0.016062165
run4,model_syn,0.020692995
